unidade;setor_centro_custo;ano;mes;obito_hospitalar;obito_institucional
HCM;UICP - ALA B;2026;2;1;1
HCM;UICP - ALA B;2026;3;1;1
HCM;UICP - ALA B;2026;4;1;1
HEM;ALA A;2026;1;1;1
HEM;ALA A;2026;2;2;2
HEM;ALA A;2026;3;1;1
HEM;ALA A;2026;4;4;4
HEM;ALA A;2026;5;1;1
HEM;ALA C;2026;1;4;4
HEM;ALA C;2026;2;1;1
HEM;ALA C;2026;3;3;3
HEM;ALA C;2026;5;2;2
HEM;ALA D;2026;1;1;1
HEM;ALA D;2026;4;1;1
HEM;ALA D;2026;5;1;1
HEM;CTI - ADULTO;2026;1;9;8
HEM;CTI - ADULTO;2026;2;6;6
HEM;CTI - ADULTO;2026;3;12;11
HEM;CTI - ADULTO;2026;4;6;5
HEM;CTI - ADULTO;2026;5;11;11
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2026;2;2;2
HIJPII;UTI;2026;1;3;2
HIJPII;UTI;2026;2;1;1
HIJPII;UTI;2026;4;2;2
HIJPII;UTI;2026;5;4;3
HJK;CLINICA CIRÚRGICA - ALA A;2026;3;2;2
HJK;CLINICA CIRÚRGICA - ALA A;2026;5;1;1
HJK;CLINICA MEDICA - ALA C;2026;3;5;5
HJK;CLINICA MEDICA - ALA C;2026;4;7;7
HJK;CLINICA MEDICA - ALA C;2026;5;13;13
HJK;CLINICA MÉDICA - ALA E;2026;2;1;1
HJK;CLINICA MÉDICA - ALA E;2026;3;1;1
HJK;CLINICA MÉDICA - ALA E;2026;4;5;5
HJK;CLINICA MÉDICA - ALA E;2026;5;3;3
HJK;CLINICA MÉDICA - ALA G;2026;3;2;2
HJK;CLINICA MÉDICA - ALA G;2026;4;1;1
HJK;CLINICA MÉDICA - ALA G;2026;5;2;2
HJK;CLINICA PNEUMOLÓGICA - ALA D;2026;3;4;4
HJK;CLINICA PNEUMOLÓGICA - ALA D;2026;4;4;4
HJK;CLINICA PNEUMOLÓGICA - ALA D;2026;5;4;4
HJK;CLINICA TISIOLÓGICA - ALA G;2026;5;1;1
HJK;PRÉ PARTO / PPP;2026;5;2;2
HJK;UE - INTERNAÇÃO SALA DE EMERGÊNCIA;2026;2;2;1
HJK;UE - INTERNAÇÃO SALA DE EMERGÊNCIA;2026;3;6;5
HJK;UE - INTERNAÇÃO SALA DE EMERGÊNCIA;2026;4;5;5
HJK;UE - INTERNAÇÃO SALA DE EMERGÊNCIA;2026;5;10;6
HJK;UE - INTERNAÇÃO UDC-CRD;2026;3;2;2
HJK;UE - INTERNAÇÃO UDC-CRD;2026;4;1;1
HJK;UE - INTERNAÇÃO UDC-CRD;2026;5;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2026;1;4;4
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2026;2;3;3
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2026;1;7;7
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2026;2;4;3
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2026;1;2;2
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2026;2;1;1
HJK;UNIDADE URGENCIA/EMERGENCIA;2026;1;19;8
HJK;UNIDADE URGENCIA/EMERGENCIA;2026;2;7;3
HJK;UTI - ADULTO;2026;1;32;31
HJK;UTI - ADULTO;2026;2;37;34
HJK;UTI - ADULTO;2026;3;40;39
HJK;UTI - ADULTO;2026;4;35;35
HJK;UTI - ADULTO;2026;5;37;37
HJK;UTI - NEONATAL;2026;3;2;2
HJK;UTI - NEONATAL;2026;4;1;1
HJXXIII;PRONTO SOCORRO;2026;1;10;1
HJXXIII;PRONTO SOCORRO;2026;2;9;2
HJXXIII;PRONTO SOCORRO;2026;3;16;2
HJXXIII;PRONTO SOCORRO;2026;4;15;5
HJXXIII;PRONTO SOCORRO;2026;5;14;6
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2026;1;3;3
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2026;2;6;6
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2026;3;11;11
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2026;4;2;2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2026;5;5;5
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2026;1;3;3
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2026;2;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2026;4;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2026;5;2;2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2026;2;4;4
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2026;3;3;3
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2026;4;2;2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2026;5;3;3
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2026;1;1;1
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2026;3;1;1
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2026;4;1;1
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2026;5;2;2
HJXXIII;UTI;2026;1;14;13
HJXXIII;UTI;2026;2;20;19
HJXXIII;UTI;2026;3;18;17
HJXXIII;UTI;2026;4;21;19
HJXXIII;UTI;2026;5;22;21
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2026;1;2;2
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2026;3;2;2
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2026;4;4;3
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2026;5;1;1
HRAD;UNIDADE DE DECISAO CLINICA;2026;1;7;6
HRAD;UNIDADE DE DECISAO CLINICA;2026;2;9;6
HRAD;UNIDADE DE DECISAO CLINICA;2026;3;4;2
HRAD;UNIDADE DE DECISAO CLINICA;2026;4;6;4
HRAD;UNIDADE DE DECISAO CLINICA;2026;5;4;2
HRAD;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2026;1;5;5
HRAD;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2026;2;3;3
HRAD;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2026;4;1;1
HRAD;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2026;5;1;1
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2026;1;9;9
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2026;2;7;7
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2026;3;6;6
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2026;4;11;10
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2026;5;10;10
HRAD;UTI - ADULTO;2026;1;10;10
HRAD;UTI - ADULTO;2026;2;6;6
HRAD;UTI - ADULTO;2026;3;8;8
HRAD;UTI - ADULTO;2026;4;12;11
HRAD;UTI - ADULTO;2026;5;10;9
HRAD;UTI - NEONATAL;2026;2;4;4
HRAD;UTI - NEONATAL;2026;3;3;2
HRAD;UTI - NEONATAL;2026;4;3;3
HRAD;UTI - NEONATAL;2026;5;3;3
HRBJA;BOARDING/HRB/CHB;2026;3;1;1
HRBJA;CLINICA CIRURGICA/HRB/CHB;2026;1;3;3
HRBJA;CLINICA CIRURGICA/HRB/CHB;2026;2;1;1
HRBJA;CLINICA CIRURGICA/HRB/CHB;2026;3;4;4
HRBJA;CLINICA CIRURGICA/HRB/CHB;2026;5;4;4
HRBJA;CLINICA MEDICA/HRB/CHB;2026;1;4;4
HRBJA;CLINICA MEDICA/HRB/CHB;2026;2;7;7
HRBJA;CLINICA MEDICA/HRB/CHB;2026;3;5;5
HRBJA;CLINICA MEDICA/HRB/CHB;2026;4;7;7
HRBJA;CLINICA MEDICA/HRB/CHB;2026;5;4;4
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2026;1;1;1
HRBJA;UTI ADULTO/HRB/CHB;2026;1;17;17
HRBJA;UTI ADULTO/HRB/CHB;2026;2;18;18
HRBJA;UTI ADULTO/HRB/CHB;2026;3;20;19
HRBJA;UTI ADULTO/HRB/CHB;2026;4;20;20
HRBJA;UTI ADULTO/HRB/CHB;2026;5;20;20
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2026;2;2;2
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA A;2026;4;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2026;4;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2026;4;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2026;5;2;2
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2026;3;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2026;4;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PEDIÁTRICA;2026;1;1;1
HRJP;UTI - ADULTO;2026;1;9;9
HRJP;UTI - ADULTO;2026;2;9;8
HRJP;UTI - ADULTO;2026;3;8;8
HRJP;UTI - ADULTO;2026;4;12;12
HRJP;UTI - ADULTO;2026;5;15;15
HRJP;UTI - NEONATAL I;2026;1;1;1
HRJP;UTI - NEONATAL I;2026;3;1;1
HRJP;UTI - PEDIÁTRICO;2026;1;1;1
HRJP;UTI - PEDIÁTRICO;2026;2;2;2
HRJP;UTI - PEDIÁTRICO;2026;3;1;1
HRJP;UTI - PEDIÁTRICO;2026;5;1;1
IRS;ALA D;2026;5;1;1
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2026;3;1;1
MOV;UTI - ADULTO;2026;1;2;2
MOV;UTI - ADULTO;2026;2;2;2
MOV;UTI - ADULTO;2026;3;3;3
MOV;UTI - ADULTO;2026;4;1;1
MOV;UTI - ADULTO;2026;5;1;1
MOV;UTI - NEONATAL;2026;1;6;6
MOV;UTI - NEONATAL;2026;2;4;4
MOV;UTI - NEONATAL;2026;3;7;7
MOV;UTI - NEONATAL;2026;4;5;5
MOV;UTI - NEONATAL;2026;5;2;2
