unidade;setor_centro_custo;ano;mes;obito_hospitalar;obito_institucional
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;5;3;3
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;6;3;3
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;8;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;9;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;10;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;11;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;1;7;7
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;2;5;5
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;3;6;6
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;4;5;5
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;5;5;5
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;6;11;11
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;7;4;4
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;8;5;5
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;9;5;5
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;10;5;5
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;11;4;4
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;12;8;8
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2025;1;3;3
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2025;2;4;4
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2025;3;3;3
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2025;4;5;5
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2025;5;5;5
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2025;6;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2025;7;4;4
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2025;8;6;6
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2025;9;3;3
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2025;10;4;4
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2025;11;2;2
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2025;12;5;5
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2025;2;2;2
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2025;3;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2025;4;3;3
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2025;5;2;2
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2025;6;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2025;7;3;3
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2025;8;2;2
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2025;9;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2025;10;3;3
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2025;11;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2025;12;1;1
HJK;UNIDADE URGENCIA/EMERGENCIA;2025;1;18;13
HJK;UNIDADE URGENCIA/EMERGENCIA;2025;2;13;7
HJK;UNIDADE URGENCIA/EMERGENCIA;2025;3;6;4
HJK;UNIDADE URGENCIA/EMERGENCIA;2025;4;11;6
HJK;UNIDADE URGENCIA/EMERGENCIA;2025;5;20;10
HJK;UNIDADE URGENCIA/EMERGENCIA;2025;6;11;5
HJK;UNIDADE URGENCIA/EMERGENCIA;2025;7;11;2
HJK;UNIDADE URGENCIA/EMERGENCIA;2025;8;14;4
HJK;UNIDADE URGENCIA/EMERGENCIA;2025;9;11;6
HJK;UNIDADE URGENCIA/EMERGENCIA;2025;10;15;8
HJK;UNIDADE URGENCIA/EMERGENCIA;2025;11;16;10
HJK;UNIDADE URGENCIA/EMERGENCIA;2025;12;12;6
HJK;UTI - ADULTO;2025;1;24;23
HJK;UTI - ADULTO;2025;2;23;23
HJK;UTI - ADULTO;2025;3;24;21
HJK;UTI - ADULTO;2025;4;22;22
HJK;UTI - ADULTO;2025;5;33;32
HJK;UTI - ADULTO;2025;6;34;33
HJK;UTI - ADULTO;2025;7;48;47
HJK;UTI - ADULTO;2025;8;31;29
HJK;UTI - ADULTO;2025;9;32;30
HJK;UTI - ADULTO;2025;10;33;33
HJK;UTI - ADULTO;2025;11;37;37
HJK;UTI - ADULTO;2025;12;41;38
HJK;UTI - NEONATAL;2025;1;3;2
HJK;UTI - NEONATAL;2025;2;1;1
HJK;UTI - NEONATAL;2025;3;2;2
HJK;UTI - NEONATAL;2025;4;2;2
HJK;UTI - NEONATAL;2025;5;2;2
HJK;UTI - NEONATAL;2025;6;1;1
HJK;UTI - NEONATAL;2025;7;1;1
HJK;UTI - NEONATAL;2025;8;3;3
HJK;UTI - NEONATAL;2025;9;2;2
HJK;UTI - NEONATAL;2025;10;1;1
HJK;UTI - NEONATAL;2025;11;1;1
HJXXIII;PRONTO SOCORRO;2025;1;12;5
HJXXIII;PRONTO SOCORRO;2025;2;13;5
HJXXIII;PRONTO SOCORRO;2025;3;12;5
HJXXIII;PRONTO SOCORRO;2025;4;16;4
HJXXIII;PRONTO SOCORRO;2025;5;20;7
HJXXIII;PRONTO SOCORRO;2025;6;14;9
HJXXIII;PRONTO SOCORRO;2025;7;12;5
HJXXIII;PRONTO SOCORRO;2025;8;15;8
HJXXIII;PRONTO SOCORRO;2025;9;14;3
HJXXIII;PRONTO SOCORRO;2025;10;15;7
HJXXIII;PRONTO SOCORRO;2025;11;7;5
HJXXIII;PRONTO SOCORRO;2025;12;17;1
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2025;1;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2025;7;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;1;8;8
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;2;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;3;6;6
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;4;2;2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;5;4;4
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;6;2;2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;7;4;4
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;8;6;6
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;9;9;9
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;10;8;8
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;11;5;5
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;12;5;5
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;1;3;3
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;2;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;8;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;9;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;10;2;2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;11;2;2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;12;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;1;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;2;3;3
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;3;2;2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;4;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;5;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;6;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;7;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;8;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;9;6;6
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;11;2;2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;12;3;3
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;1;1;1
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;2;1;1
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;3;4;4
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;4;2;2
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;5;1;1
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;7;4;3
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;8;1;1
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;10;1;1
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;11;1;1
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;12;6;6
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2025;5;1;1
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2025;8;1;1
HJXXIII;UTI;2025;1;17;14
HJXXIII;UTI;2025;2;12;11
HJXXIII;UTI;2025;3;20;19
HJXXIII;UTI;2025;4;17;13
HJXXIII;UTI;2025;5;21;18
HJXXIII;UTI;2025;6;17;13
HJXXIII;UTI;2025;7;18;16
HJXXIII;UTI;2025;8;12;11
HJXXIII;UTI;2025;9;15;12
HJXXIII;UTI;2025;10;18;16
HJXXIII;UTI;2025;11;21;17
HJXXIII;UTI;2025;12;18;16
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2025;3;2;1
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2025;4;3;2
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2025;5;1;1
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2025;6;5;3
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2025;8;1;1
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2025;12;1;1
HRAD;UNIDADE DE DECISAO CLINICA;2025;1;10;6
HRAD;UNIDADE DE DECISAO CLINICA;2025;2;10;7
HRAD;UNIDADE DE DECISAO CLINICA;2025;3;11;7
HRAD;UNIDADE DE DECISAO CLINICA;2025;4;13;8
HRAD;UNIDADE DE DECISAO CLINICA;2025;5;10;7
HRAD;UNIDADE DE DECISAO CLINICA;2025;6;9;6
HRAD;UNIDADE DE DECISAO CLINICA;2025;7;13;8
HRAD;UNIDADE DE DECISAO CLINICA;2025;8;10;9
HRAD;UNIDADE DE DECISAO CLINICA;2025;9;12;6
HRAD;UNIDADE DE DECISAO CLINICA;2025;10;12;10
HRAD;UNIDADE DE DECISAO CLINICA;2025;11;7;2
HRAD;UNIDADE DE DECISAO CLINICA;2025;12;11;3
HRAD;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;1;6;6
HRAD;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;2;3;3
HRAD;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;3;2;2
HRAD;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;4;2;1
HRAD;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;5;1;1
HRAD;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;6;2;1
HRAD;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;7;1;1
HRAD;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;8;1;1
HRAD;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;9;3;2
HRAD;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;10;2;2
HRAD;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;11;1;1
HRAD;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;12;2;2
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;1;6;6
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;2;4;4
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;3;3;3
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;4;11;11
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;5;15;15
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;6;15;15
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;7;7;7
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;8;7;7
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;9;12;12
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;10;8;8
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;11;12;12
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;12;8;8
HRAD;UNIDADE INTERNAÇÃO - CLINICA ORTOPÉDICA;2025;1;1;1
HRAD;UNIDADE INTERNAÇÃO - CLINICA ORTOPÉDICA;2025;10;2;2
HRAD;UNIDADE INTERNAÇÃO - CLINICA ORTOPÉDICA;2025;12;1;1
HRAD;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2025;8;1;1
HRAD;UTI - ADULTO;2025;1;5;4
HRAD;UTI - ADULTO;2025;2;14;13
HRAD;UTI - ADULTO;2025;3;7;6
HRAD;UTI - ADULTO;2025;4;11;10
HRAD;UTI - ADULTO;2025;5;9;9
HRAD;UTI - ADULTO;2025;6;12;12
HRAD;UTI - ADULTO;2025;7;10;10
HRAD;UTI - ADULTO;2025;8;6;6
HRAD;UTI - ADULTO;2025;9;9;8
HRAD;UTI - ADULTO;2025;10;11;10
HRAD;UTI - ADULTO;2025;11;16;15
HRAD;UTI - ADULTO;2025;12;6;6
HRAD;UTI - NEONATAL;2025;1;3;3
HRAD;UTI - NEONATAL;2025;2;1;1
HRAD;UTI - NEONATAL;2025;4;2;2
HRAD;UTI - NEONATAL;2025;6;2;1
HRAD;UTI - NEONATAL;2025;7;5;5
HRAD;UTI - NEONATAL;2025;8;1;1
HRAD;UTI - NEONATAL;2025;11;3;3
HRAD;UTI - NEONATAL;2025;12;3;2
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;2;1;1
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;3;2;2
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;4;1;1
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;5;1;1
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;6;1;1
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;7;1;1
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;8;1;1
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;9;3;3
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;10;4;4
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;12;1;1
HRBJA;CLINICA MEDICA/HRB/CHB;2025;1;15;14
HRBJA;CLINICA MEDICA/HRB/CHB;2025;2;12;12
HRBJA;CLINICA MEDICA/HRB/CHB;2025;3;4;4
HRBJA;CLINICA MEDICA/HRB/CHB;2025;4;9;9
HRBJA;CLINICA MEDICA/HRB/CHB;2025;5;11;10
HRBJA;CLINICA MEDICA/HRB/CHB;2025;6;9;9
HRBJA;CLINICA MEDICA/HRB/CHB;2025;7;9;9
HRBJA;CLINICA MEDICA/HRB/CHB;2025;8;9;9
HRBJA;CLINICA MEDICA/HRB/CHB;2025;9;7;7
HRBJA;CLINICA MEDICA/HRB/CHB;2025;10;13;13
HRBJA;CLINICA MEDICA/HRB/CHB;2025;11;12;12
HRBJA;CLINICA MEDICA/HRB/CHB;2025;12;6;6
HRBJA;UTI ADULTO/HRB/CHB;2025;1;23;22
HRBJA;UTI ADULTO/HRB/CHB;2025;2;15;15
HRBJA;UTI ADULTO/HRB/CHB;2025;3;24;24
HRBJA;UTI ADULTO/HRB/CHB;2025;4;14;14
HRBJA;UTI ADULTO/HRB/CHB;2025;5;27;26
HRBJA;UTI ADULTO/HRB/CHB;2025;6;22;21
HRBJA;UTI ADULTO/HRB/CHB;2025;7;19;18
HRBJA;UTI ADULTO/HRB/CHB;2025;8;21;21
HRBJA;UTI ADULTO/HRB/CHB;2025;9;15;15
HRBJA;UTI ADULTO/HRB/CHB;2025;10;19;19
HRBJA;UTI ADULTO/HRB/CHB;2025;11;14;14
HRBJA;UTI ADULTO/HRB/CHB;2025;12;17;17
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;1;1;1
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;2;1;1
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;3;2;2
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;4;1;1
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;8;1;1
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;10;1;1
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;11;1;1
HRJP;UNIDADE DE INTERNAÇÃO - CLÍNICA DIP ALA C;2025;6;1;1
HRJP;UNIDADE DE INTERNAÇÃO - CLÍNICA DIP ALA C;2025;11;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA A;2025;9;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2025;4;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2025;6;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2025;9;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA C;2025;11;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2025;4;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2025;5;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2025;6;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2025;11;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2025;12;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;1;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;3;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;4;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;5;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;7;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;8;2;2
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;9;3;3
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;12;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2025;1;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2025;2;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA A;2025;1;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA A;2025;4;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA B;2025;1;1;1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA B;2025;7;1;1
HRJP;UTI - ADULTO;2025;1;4;4
HRJP;UTI - ADULTO;2025;2;3;3
HRJP;UTI - ADULTO;2025;3;10;9
HRJP;UTI - ADULTO;2025;4;9;9
HRJP;UTI - ADULTO;2025;5;7;7
HRJP;UTI - ADULTO;2025;6;5;5
HRJP;UTI - ADULTO;2025;7;5;5
HRJP;UTI - ADULTO;2025;8;2;2
HRJP;UTI - ADULTO;2025;9;8;8
HRJP;UTI - ADULTO;2025;10;16;16
HRJP;UTI - ADULTO;2025;11;8;8
HRJP;UTI - ADULTO;2025;12;10;10
HRJP;UTI - NEONATAL I;2025;1;1;1
HRJP;UTI - NEONATAL I;2025;3;3;3
HRJP;UTI - NEONATAL I;2025;4;1;1
HRJP;UTI - NEONATAL I;2025;7;2;2
HRJP;UTI - NEONATAL I;2025;8;1;1
HRJP;UTI - NEONATAL I;2025;10;1;1
HRJP;UTI - NEONATAL I;2025;12;1;1
HRJP;UTI - NEONATAL II;2025;4;1;1
HRJP;UTI - NEONATAL II;2025;5;1;1
HRJP;UTI - NEONATAL II;2025;6;1;1
HRJP;UTI - PEDIÁTRICO;2025;2;1;1
HRJP;UTI - PEDIÁTRICO;2025;4;1;1
HRJP;UTI - PEDIÁTRICO;2025;5;2;2
HRJP;UTI - PEDIÁTRICO;2025;6;1;1
HRJP;UTI - PEDIÁTRICO;2025;9;2;1
HRJP;UTI - PEDIÁTRICO;2025;10;2;1
HRJP;UTI - PEDIÁTRICO;2025;11;2;2
HRJP;UTI - PEDIÁTRICO;2025;12;3;3
MOV;ALOJAMENTO CONJUNTO;2025;10;1;1
MOV;CLINICA CIRÚRGICA;2025;4;2;2
MOV;CLINICA CIRÚRGICA;2025;8;1;1
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2025;2;1;1
MOV;UTI - ADULTO;2025;1;1;1
MOV;UTI - ADULTO;2025;2;2;2
MOV;UTI - ADULTO;2025;3;1;1
MOV;UTI - ADULTO;2025;4;1;1
MOV;UTI - ADULTO;2025;5;2;2
MOV;UTI - ADULTO;2025;7;1;1
MOV;UTI - ADULTO;2025;8;1;1
MOV;UTI - ADULTO;2025;12;1;1
MOV;UTI - NEONATAL;2025;1;6;6
MOV;UTI - NEONATAL;2025;2;9;9
MOV;UTI - NEONATAL;2025;3;2;2
MOV;UTI - NEONATAL;2025;4;4;4
MOV;UTI - NEONATAL;2025;5;4;4
MOV;UTI - NEONATAL;2025;6;5;5
MOV;UTI - NEONATAL;2025;7;2;2
MOV;UTI - NEONATAL;2025;8;3;2
MOV;UTI - NEONATAL;2025;9;3;2
MOV;UTI - NEONATAL;2025;10;1;1
MOV;UTI - NEONATAL;2025;11;2;1
MOV;UTI - NEONATAL;2025;12;3;2
CHPB;CAC/CHPB/CHB;2026;2;2;2
CHPB;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;2026;1;2;2
CHPB;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;2026;2;2;2
CHPB;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;2026;3;2;2
CHPB;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;2026;5;2;2
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2026;3;1;1
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2026;4;2;2
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2026;5;2;2
CSSI;CLÍNICA MÉDICA ALA C;2026;1;4;4
CSSI;CLÍNICA MÉDICA ALA C;2026;3;2;2
CSSI;CLÍNICA MÉDICA ALA C;2026;4;3;1
CSSI;CLÍNICA MÉDICA ALA C;2026;5;2;2
CSSI;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;2026;1;1;1
CSSI;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;2026;1;1;1
CSSI;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;2026;3;1;1
CSSI;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;2026;4;1;1
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2026;3;1;1
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2026;5;2;2
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2026;2;1;1
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2026;4;1;1
HAC;CTI ADULTO;2026;1;10;8
HAC;CTI ADULTO;2026;2;4;4
HAC;CTI ADULTO;2026;3;7;7
HAC;CTI ADULTO;2026;4;9;9
HAC;CTI ADULTO;2026;5;4;4
HAC;UDC - OBSERVAÇÃO;2026;1;1;1
HAC;UDC - OBSERVAÇÃO;2026;2;1;1
HAC;UDC - OBSERVAÇÃO;2026;3;2;2
HAC;UDC - OBSERVAÇÃO;2026;4;1;1
HAC;UNIDADE DE INTERNAÇÃO - CLÍNICA CIRÚRGICA;2026;1;2;2
HAC;UNIDADE DE INTERNAÇÃO - CLÍNICA CIRÚRGICA;2026;2;2;2
HAC;UNIDADE DE INTERNAÇÃO - CLÍNICA CIRÚRGICA;2026;3;1;1
HAC;UNIDADE DE INTERNAÇÃO - CLÍNICA CIRÚRGICA;2026;4;2;2
HAC;UNIDADE DE INTERNAÇÃO - CLÍNICA CIRÚRGICA;2026;5;1;1
HAC;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;2026;1;14;14
HAC;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;2026;2;13;13
HAC;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;2026;3;11;11
HAC;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;2026;4;13;12
HAC;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;2026;5;12;12
HCM;UICP - ALA A;2026;5;1;1
HCM;UICP - ALA B;2026;1;1;1
